project_id,Activity ID,Activity Name,WBS,Baseline Start,Baseline Finish,Start,Finish,Actual Start,Actual Finish,Remaining Duration,Total Float,Free Float,Critical,Longest Path,Predecessors,Successors,Remaining Units,Budgeted Units,Physical % Complete
The Big -P.01-UP-20-April-26,AB-SUB-B04-4TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.4thF,03-Oct-26,24-Oct-26,07-Feb-27,27-Feb-27,,,18,23,0,No,No,CON-B04-4TH-1030,"AB-APP-B04-4TH-1000, AB-APP-B04-4TH-1000",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-4TH-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.4thF,22-Oct-26,11-Nov-26,25-Feb-27,21-Mar-27,,,18,7,0,No,No,CON-B04-4TH-1060,"AB-APP-B04-4TH-1010, AB-APP-B04-4TH-1010",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-4TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.4thF,22-Oct-26,11-Nov-26,25-Feb-27,21-Mar-27,,,18,7,0,No,No,CON-B04-4TH-1060,"AB-APP-B04-4TH-1020, AB-APP-B04-4TH-1020",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-4TH-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.4thF,22-Oct-26,11-Nov-26,25-Feb-27,21-Mar-27,,,18,7,0,No,No,CON-B04-4TH-1060,"AB-APP-B04-4TH-1030, AB-APP-B04-4TH-1030",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-5TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.5thF,10-Nov-26,30-Nov-26,20-Mar-27,08-Apr-27,,,18,-9,0,Yes,No,CON-B04-5TH-1030,"AB-APP-B04-5TH-1000, AB-APP-B04-5TH-1000",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-5TH-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.5thF,26-Nov-26,16-Dec-26,05-Apr-27,25-Apr-27,,,18,-23,0,Yes,No,CON-B04-5TH-1060,"AB-APP-B04-5TH-1010, AB-APP-B04-5TH-1010",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-5TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.5thF,26-Nov-26,16-Dec-26,05-Apr-27,25-Apr-27,,,18,-23,0,Yes,No,CON-B04-5TH-1060,"AB-APP-B04-5TH-1020, AB-APP-B04-5TH-1020",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-5TH-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.5thF,26-Nov-26,16-Dec-26,05-Apr-27,25-Apr-27,,,18,-23,0,Yes,No,CON-B04-5TH-1060,"AB-APP-B04-5TH-1030, AB-APP-B04-5TH-1030",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-6TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.6thF,12-Dec-26,31-Dec-26,21-Apr-27,11-May-27,,,18,-37,0,Yes,No,CON-B04-6TH-1030,"AB-APP-B04-6TH-1000, AB-APP-B04-6TH-1000",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-6TH-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.6thF,26-Dec-26,16-Jan-27,05-May-27,25-May-27,,,18,-49,0,Yes,No,CON-B04-6TH-1060,"AB-APP-B04-6TH-1010, AB-APP-B04-6TH-1010",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-6TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.6thF,26-Dec-26,16-Jan-27,05-May-27,25-May-27,,,18,-49,0,Yes,No,CON-B04-6TH-1060,"AB-APP-B04-6TH-1020, AB-APP-B04-6TH-1020",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-6TH-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.6thF,26-Dec-26,16-Jan-27,05-May-27,25-May-27,,,18,-45,0,Yes,No,CON-B04-6TH-1060,"AB-APP-B04-6TH-1030, AB-APP-B04-6TH-1030",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-7TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (7th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.7thF,11-Jan-27,01-Feb-27,20-May-27,09-Jun-27,,,18,-62,0,Yes,No,CON-B04-7TH-1030,"AB-APP-B04-7TH-1000, AB-APP-B04-7TH-1000",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-7TH-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing  (B04) (7th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.7thF,24-Jan-27,14-Feb-27,02-Jun-27,22-Jun-27,,,18,-73,0,Yes,No,CON-B04-7TH-1060,"AB-APP-B04-7TH-1010, AB-APP-B04-7TH-1010",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-7TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (7th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.7thF,24-Jan-27,14-Feb-27,02-Jun-27,22-Jun-27,,,18,-73,0,Yes,No,CON-B04-7TH-1060,"AB-APP-B04-7TH-1020, AB-APP-B04-7TH-1020",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-7TH-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (7th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.7thF,24-Jan-27,14-Feb-27,02-Jun-27,22-Jun-27,,,18,-73,0,Yes,No,CON-B04-7TH-1060,"AB-APP-B04-7TH-1030, AB-APP-B04-7TH-1030",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-8TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (8th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.8thF,09-Feb-27,01-Mar-27,17-Jun-27,07-Jul-27,,,18,-86,0,Yes,No,CON-B04-8TH-1030,"AB-APP-B04-8TH-1000, AB-APP-B04-8TH-1000",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-8TH-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (8th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.8thF,20-Feb-27,15-Mar-27,28-Jun-27,18-Jul-27,,,18,-95,0,Yes,No,CON-B04-8TH-1060,"AB-APP-B04-8TH-1010, AB-APP-B04-8TH-1010",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-8TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (8th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.8thF,20-Feb-27,15-Mar-27,28-Jun-27,18-Jul-27,,,18,-95,0,Yes,No,CON-B04-8TH-1060,"AB-APP-B04-8TH-1020, AB-APP-B04-8TH-1020",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-8TH-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (8th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.8thF,20-Feb-27,15-Mar-27,28-Jun-27,18-Jul-27,,,18,-95,0,Yes,No,CON-B04-8TH-1060,"AB-APP-B04-8TH-1030, AB-APP-B04-8TH-1030",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-RF-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (RF),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.RF,27-Feb-27,07-Mar-27,06-Jul-27,14-Jul-27,,,8,-102,0,Yes,No,CON-B04-RF-1030,"AB-APP-B04-RF-1000, AB-APP-B04-RF-1000",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-RF-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (RF),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.RF,06-Mar-27,21-Mar-27,12-Jul-27,24-Jul-27,,,11,-107,0,Yes,No,CON-B04-RF-1060,"AB-APP-B04-RF-1010, AB-APP-B04-RF-1010",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-RF-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (RF),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.RF,06-Mar-27,21-Mar-27,12-Jul-27,24-Jul-27,,,11,-107,0,Yes,No,CON-B04-RF-1060,"AB-APP-B04-RF-1020, AB-APP-B04-RF-1020",0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-REP-1000,Approval for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs As-Built Drawing (B01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.1,08-Dec-25,21-Dec-25,04-Jun-26,17-Jun-26,,,12,241,361,No,No,"AB-SUB-B01-REP-1000, AB-SUB-B01-REP-1000",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-FOOT-1000,Approval for PC Raft Conc. Dim. DWGs As-Built Drawing (B01) (footing),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.F,13-Dec-25,25-Dec-25,04-Jun-26,17-Jun-26,,,12,241,361,No,No,"AB-SUB-B01-FOOT-1000, AB-SUB-B01-FOOT-1000",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-FOOT-1020,Approval for RC Raft & Footings Conc. Dim. DWGs As-Built Drawing (B01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.F,05-Jan-26,19-Jan-26,04-Jun-26,17-Jun-26,,,12,241,361,No,No,"AB-SUB-B01-FOOT-1020, AB-SUB-B01-FOOT-1020",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-FOOT-1030,Approval for RC Raft & Footings RFT DWGs As-Built Drawing (B01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.F,05-Jan-26,19-Jan-26,04-Jun-26,17-Jun-26,,,12,241,361,No,No,"AB-SUB-B01-FOOT-1030, AB-SUB-B01-FOOT-1030",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-FOOT-1010,Approval for  Waterproofing Layout Plan DWGs As-Built Drawing (B01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.F,17-Dec-25,30-Dec-25,04-Jun-26,17-Jun-26,,,12,241,361,No,No,"AB-SUB-B01-FOOT-1010, AB-SUB-B01-FOOT-1010",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS2-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 02),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.2ndB,03-Feb-26,16-Feb-26,02-Jul-26,16-Jul-26,,,12,218,338,No,No,"AB-SUB-B01-BAS2-1000, AB-SUB-B01-BAS2-1000",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS2-1030,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 02),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.2ndB,21-Feb-26,05-Mar-26,20-Jul-26,04-Aug-26,,,12,203,323,No,No,"AB-SUB-B01-BAS2-1030, AB-SUB-B01-BAS2-1030",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS2-1040,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 02),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.2ndB,21-Feb-26,05-Mar-26,20-Jul-26,04-Aug-26,,,12,203,323,No,No,"AB-SUB-B01-BAS2-1040, AB-SUB-B01-BAS2-1040",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS2-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 02),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.2ndB,17-Feb-26,02-Mar-26,16-Jul-26,01-Aug-26,,,12,206,326,No,No,"AB-SUB-B01-BAS2-1010, AB-SUB-B01-BAS2-1010",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS2-1020,Approval for Ramps Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 02),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.2ndB,19-Feb-26,04-Mar-26,19-Jul-26,03-Aug-26,,,12,204,324,No,No,"AB-SUB-B01-BAS2-1020, AB-SUB-B01-BAS2-1020",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-SOG-1000,Approval for S.O.G Conc. Dim.DWGs As-Built Drawing (B01) (Sog),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.2ndB.1,13-Jun-26,25-Jun-26,05-Nov-26,18-Nov-26,,,12,113,233,No,No,"AB-SUB-B01-SOG-1000, AB-SUB-B01-SOG-1000",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-SOG-1010,Approval for S.O.G RFT DWGs As-Built Drawing (B01) (Sog),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.2ndB.1,17-Jun-26,01-Jul-26,10-Nov-26,23-Nov-26,,,12,109,229,No,No,"AB-SUB-B01-SOG-1010, AB-SUB-B01-SOG-1010",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS1-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.1stB,15-Mar-26,01-Apr-26,13-Aug-26,29-Aug-26,,,12,183,303,No,No,"AB-SUB-B01-BAS1-1000, AB-SUB-B01-BAS1-1000",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS1-1020,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.1stB,05-Apr-26,19-Apr-26,31-Aug-26,14-Sep-26,,,12,169,289,No,No,"AB-SUB-B01-BAS1-1020, AB-SUB-B01-BAS1-1020",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS1-1030,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.1stB,05-Apr-26,19-Apr-26,31-Aug-26,14-Sep-26,,,12,169,289,No,No,"AB-SUB-B01-BAS1-1030, AB-SUB-B01-BAS1-1030",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS1-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.1stB,04-Apr-26,18-Apr-26,30-Aug-26,13-Sep-26,,,12,170,290,No,No,"AB-SUB-B01-BAS1-1010, AB-SUB-B01-BAS1-1010",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS1-1040,Approval for Ramps Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.1stB,06-Apr-26,20-Apr-26,01-Sep-26,15-Sep-26,,,12,168,288,No,No,"AB-SUB-B01-BAS1-1040, AB-SUB-B01-BAS1-1040",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-GR-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01)  (GF),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.GF,22-Apr-26,05-May-26,16-Sep-26,30-Sep-26,,,12,155,275,No,No,"AB-SUB-B01-GR-1000, AB-SUB-B01-GR-1000",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-GR-1020,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01)  (GF),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.GF,13-May-26,26-May-26,08-Oct-26,22-Oct-26,,,12,137,257,No,No,"AB-SUB-B01-GR-1020, AB-SUB-B01-GR-1020",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-GR-1030,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01)  (GF),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.GF,13-May-26,26-May-26,08-Oct-26,22-Oct-26,,,12,137,257,No,No,"AB-SUB-B01-GR-1030, AB-SUB-B01-GR-1030",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-GR-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01)  (GF),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.GF,09-May-26,21-May-26,03-Oct-26,18-Oct-26,,,12,141,261,No,No,"AB-SUB-B01-GR-1010, AB-SUB-B01-GR-1010",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (1st),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.1stF,04-Jun-26,17-Jun-26,27-Oct-26,10-Nov-26,,,12,121,241,No,No,"AB-SUB-B01-1ST-1000, AB-SUB-B01-1ST-1000",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-1ST-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (1st),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.1stF,27-Jun-26,11-Jul-26,18-Nov-26,02-Dec-26,,,12,102,222,No,No,"AB-SUB-B01-1ST-1010, AB-SUB-B01-1ST-1010",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-1ST-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (1st),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.1stF,27-Jun-26,11-Jul-26,18-Nov-26,02-Dec-26,,,12,102,222,No,No,"AB-SUB-B01-1ST-1020, AB-SUB-B01-1ST-1020",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-1ST-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (1st),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.1stF,27-Jun-26,11-Jul-26,18-Nov-26,02-Dec-26,,,12,102,222,No,No,"AB-SUB-B01-1ST-1030, AB-SUB-B01-1ST-1030",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-2ND-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.2ndF,15-Jul-26,29-Jul-26,06-Dec-26,20-Dec-26,,,12,87,207,No,No,"AB-SUB-B01-2ND-1000, AB-SUB-B01-2ND-1000",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-2ND-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.2ndF,03-Aug-26,16-Aug-26,23-Dec-26,06-Jan-27,,,12,72,192,No,No,"AB-SUB-B01-2ND-1010, AB-SUB-B01-2ND-1010",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-2ND-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.2ndF,03-Aug-26,16-Aug-26,23-Dec-26,06-Jan-27,,,12,72,192,No,No,"AB-SUB-B01-2ND-1020, AB-SUB-B01-2ND-1020",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-2ND-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.2ndF,03-Aug-26,16-Aug-26,23-Dec-26,06-Jan-27,,,12,72,192,No,No,"AB-SUB-B01-2ND-1030, AB-SUB-B01-2ND-1030",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-3RD-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.3rdF,22-Aug-26,05-Sep-26,12-Jan-27,27-Jan-27,,,12,56,176,No,No,"AB-SUB-B01-3RD-1000, AB-SUB-B01-3RD-1000",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-3RD-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.3rdF,12-Sep-26,24-Sep-26,02-Feb-27,16-Feb-27,,,12,39,159,No,No,"AB-SUB-B01-3RD-1010, AB-SUB-B01-3RD-1010",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-3RD-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.3rdF,12-Sep-26,24-Sep-26,02-Feb-27,16-Feb-27,,,12,39,159,No,No,"AB-SUB-B01-3RD-1020, AB-SUB-B01-3RD-1020",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-3RD-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.3rdF,12-Sep-26,24-Sep-26,02-Feb-27,16-Feb-27,,,12,39,159,No,No,"AB-SUB-B01-3RD-1030, AB-SUB-B01-3RD-1030",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-4TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.4thF,30-Sep-26,14-Oct-26,21-Feb-27,07-Mar-27,,,12,23,143,No,No,"AB-SUB-B01-4TH-1000, AB-SUB-B01-4TH-1000",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-4TH-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.4thF,24-Oct-26,05-Nov-26,18-Mar-27,01-Apr-27,,,12,4,124,No,No,"AB-SUB-B01-4TH-1010, AB-SUB-B01-4TH-1010",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-4TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.4thF,24-Oct-26,05-Nov-26,18-Mar-27,01-Apr-27,,,12,4,124,No,No,"AB-SUB-B01-4TH-1020, AB-SUB-B01-4TH-1020",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-4TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.4thF,24-Oct-26,05-Nov-26,18-Mar-27,01-Apr-27,,,12,4,124,No,No,"AB-SUB-B01-4TH-1030, AB-SUB-B01-4TH-1030",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-5TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.5thF,10-Nov-26,23-Nov-26,05-Apr-27,19-Apr-27,,,12,-11,109,Yes,No,"AB-SUB-B01-5TH-1000, AB-SUB-B01-5TH-1000",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-5TH-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.5thF,28-Nov-26,10-Dec-26,22-Apr-27,06-May-27,,,12,-26,94,Yes,No,"AB-SUB-B01-5TH-1010, AB-SUB-B01-5TH-1010",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-5TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.5thF,28-Nov-26,10-Dec-26,22-Apr-27,06-May-27,,,12,-26,94,Yes,No,"AB-SUB-B01-5TH-1020, AB-SUB-B01-5TH-1020",HO-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B01-5TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.5thF,28-Nov-26,10-Dec-26,22-Apr-27,06-May-27,,,12,-26,94,Yes,No,"AB-SUB-B01-5TH-1030, AB-SUB-B01-5TH-1030",HO-1050,0.0,0,0.0
