activity_id,activity_name,wbs_code,planned_start,planned_finish,actual_start,actual_finish,duration_planned,duration_actual,progress_percent,status
AB-APP-B04-2ND-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.2ndF,19-Aug-26,2-Sep-26,22-Dec-26,5-Jan-27,12,0,0%,
AB-APP-B04-2ND-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.2ndF,19-Aug-26,2-Sep-26,22-Dec-26,5-Jan-27,12,0,0%,
AB-APP-B01-3RD-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.3rdF,22-Aug-26,5-Sep-26,12-Jan-27,27-Jan-27,12,0,0%,
CON-B01-3RD-1060,"Pouring for Slabs, Beams & Stairs (B01) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.3rdF,24-Aug-26,26-Aug-26,14-Jan-27,18-Jan-27,12,0,0%,
CON-B02-2ND-1050,"RFT for Slabs, Beams & Stairs (B02) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.2ndF,24-Aug-26,10-Sep-26,7-Dec-26,23-Dec-26,12,0,0%,
CON-B04-3RD-1030,"Pouring for Walls, Col. & Cores (B04) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.3rdF,24-Aug-26,24-Aug-26,28-Dec-26,28-Dec-26,15,0,0%,
CON-B04-3RD-1040,"Shuttering for Slabs, Beams & Stairs (B04) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.3rdF,25-Aug-26,6-Sep-26,29-Dec-26,10-Jan-27,2,0,0%,
AB-SUB-B04-3RD-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.3rdF,25-Aug-26,15-Sep-26,29-Dec-26,19-Jan-27,10,0,0%,
CON-B01-3RD-1070,"Curing for Slabs, Beams & Stairs(B01) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.3rdF,27-Aug-26,29-Aug-26,18-Jan-27,21-Jan-27,18,0,0%,
AB-SUB-B01-3RD-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.3rdF,29-Aug-26,17-Sep-26,18-Jan-27,9-Feb-27,1,0,0%,
AB-SUB-B01-3RD-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.3rdF,29-Aug-26,17-Sep-26,18-Jan-27,9-Feb-27,10,0,0%,
AB-SUB-B01-3RD-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.3rdF,29-Aug-26,17-Sep-26,18-Jan-27,9-Feb-27,18,0,0%,
CON-B01-4TH-1000,"Scaffolding works for Walls, Col. & Cores (B01) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.4thF,30-Aug-26,3-Sep-26,19-Jan-27,26-Jan-27,10,0,0%,
CON-B03-2ND-1030,"Pouring for Walls, Col. & Cores (B03) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.2ndF,31-Aug-26,1-Sep-26,16-Dec-26,17-Dec-26,12,0,0%,
CON-B04-3RD-1050,"RFT for Slabs, Beams & Stairs (B04) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.3rdF,31-Aug-26,10-Sep-26,3-Jan-27,14-Jan-27,10,0,0%,
CON-B01-4TH-1010,"RFT for Walls, Col. & Cores (B01) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.4thF,2-Sep-26,9-Sep-26,23-Jan-27,1-Feb-27,2,0,0%,
CON-B03-2ND-1040,"Shuttering for Slabs, Beams & Stairs (B03) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.2ndF,2-Sep-26,19-Sep-26,19-Dec-26,4-Jan-27,15,0,0%,
AB-SUB-B03-2ND-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUP.2ndF,2-Sep-26,22-Sep-26,19-Dec-26,9-Jan-27,18,0,0%,
P-MPOS-1160,P.O for Rebar Patch#11  (6th floor),The Big - P.01 - UP-24-MAY-26.P.PC.PO.1,2-Sep-26,3-Sep-26,2-Sep-26,3-Sep-26,2,0,0%,
AB-APP-B02-2ND-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B02.SUP.2ndF,3-Sep-26,16-Sep-26,16-Dec-26,29-Dec-26,12,0,0%,
CON-B01-4TH-1020,"Shuttering for Walls, Col. & Cores (B01) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.4thF,6-Sep-26,13-Sep-26,27-Jan-27,4-Feb-27,3,0,0%,
CON-B03-2ND-1050,"RFT for Slabs, Beams & Stairs(B03) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.2ndF,7-Sep-26,23-Sep-26,23-Dec-26,10-Jan-27,15,0,0%,
CON-B01-3RD-1080,Dismantling Formwork (B01) (3rd),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.3rdF,9-Sep-26,9-Sep-26,31-Jan-27,1-Feb-27,3,0,0%,
AB-APP-B04-3TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.3rdF,9-Sep-26,22-Sep-26,13-Jan-27,27-Jan-27,12,0,0%,
CON-B02-2ND-1060,"Pouring for Slabs, Beams & Stairs (B02) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.2ndF,12-Sep-26,14-Sep-26,24-Dec-26,27-Dec-26,5,0,0%,
CON-B04-3RD-1060,"Pouring for Slabs, Beams & Stairs (B04) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.3rdF,12-Sep-26,14-Sep-26,16-Jan-27,18-Jan-27,18,0,0%,
AB-APP-B01-3RD-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.3rdF,12-Sep-26,24-Sep-26,2-Feb-27,16-Feb-27,18,0,0%,
AB-APP-B01-3RD-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.3rdF,12-Sep-26,24-Sep-26,2-Feb-27,16-Feb-27,18,0,0%,
AB-APP-B01-3RD-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.3rdF,12-Sep-26,24-Sep-26,2-Feb-27,16-Feb-27,3,0,0%,
CON-B01-4TH-1030,"Pouring for Walls, Col. & Cores (B01) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.4thF,14-Sep-26,15-Sep-26,4-Feb-27,7-Feb-27,3,0,0%,
CON-B02-2ND-1070,"Curing for Slabs, Beams & Stairs (B02) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.2ndF,15-Sep-26,19-Sep-26,28-Dec-26,1-Jan-27,18,0,0%,
CON-B04-3RD-1070,"Curing for Slabs, Beams & Stairs (B04) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.3rdF,15-Sep-26,17-Sep-26,19-Jan-27,21-Jan-27,18,0,0%,
CON-B04-4TH-1000,"Scaffolding works for Walls, Col. & Cores (B04) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.4thF,15-Sep-26,20-Sep-26,19-Jan-27,24-Jan-27,18,0,0%,
AB-SUB-B04-3RD-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.3rdF,15-Sep-26,5-Oct-26,19-Jan-27,9-Feb-27,5,0,0%,
AB-SUB-B04-3RD-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.3rdF,15-Sep-26,5-Oct-26,19-Jan-27,9-Feb-27,3,0,0%,
AB-SUB-B04-3RD-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.3rdF,15-Sep-26,5-Oct-26,19-Jan-27,9-Feb-27,5,0,0%,
AB-SUB-B02-2ND-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B02.SUP.2ndF,15-Sep-26,5-Oct-26,28-Dec-26,18-Jan-27,18,0,0%,
AB-SUB-B02-2ND-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B02.SUP.2ndF,15-Sep-26,5-Oct-26,28-Dec-26,18-Jan-27,18,0,0%,
AB-SUB-B02-2ND-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B02.SUP.2ndF,15-Sep-26,5-Oct-26,28-Dec-26,18-Jan-27,18,0,0%,
CON-B01-4TH-1040,"Shuttering for Slabs, Beams & Stairs (B01) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.4thF,16-Sep-26,29-Sep-26,7-Feb-27,21-Feb-27,7,0,0%,
AB-SUB-B01-4TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.4thF,16-Sep-26,7-Oct-26,7-Feb-27,28-Feb-27,12,0,0%,
AB-APP-B03-2ND-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUP.2ndF,16-Sep-26,29-Sep-26,2-Jan-27,16-Jan-27,8,0,0%,
P-MDEL-1080,Delivery for Rebar Patch#10  (5th floor),The Big - P.01 - UP-24-MAY-26.P.PC.DS.DR,16-Sep-26,17-Sep-26,16-Sep-26,17-Sep-26,7,0,0%,
CON-B04-4TH-1010,"RFT for Walls, Col. & Cores (B04) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.4thF,19-Sep-26,27-Sep-26,23-Jan-27,1-Feb-27,8,0,0%,
CON-B01-4TH-1050,"RFT for Slabs, Beams & Stairs (B01) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.4thF,21-Sep-26,4-Oct-26,11-Feb-27,25-Feb-27,1,0,0%,
CON-B04-4TH-1020,"Shuttering for Walls, Col. & Cores (B04) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.4thF,22-Sep-26,30-Sep-26,27-Jan-27,4-Feb-27,2,0,0%,
CON-B03-2ND-1060,"Pouring for Slabs, Beams & Stairs (B03) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.2ndF,24-Sep-26,27-Sep-26,11-Jan-27,13-Jan-27,5,0,0%,
CON-B02-2ND-1080,Dismantling Formwork (B02) (2nd),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.2ndF,27-Sep-26,27-Sep-26,10-Jan-27,10-Jan-27,1,0,0%,
CON-B04-3RD-1080,Dismantling Formwork (B04) (3rd),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.3rdF,27-Sep-26,27-Sep-26,1-Feb-27,1-Feb-27,12,0,0%,
CON-B02-3RD-1000,"Scaffolding works for Walls, Col. & Cores (B02) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.3rdF,28-Sep-26,3-Oct-26,10-Jan-27,14-Jan-27,12,0,0%,
CON-B03-2ND-1070,"Curing for Slabs, Beams & Stairs (B03) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.2ndF,28-Sep-26,30-Sep-26,14-Jan-27,16-Jan-27,12,0,0%,
AB-SUB-B03-2ND-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUP.2ndF,28-Sep-26,19-Oct-26,14-Jan-27,4-Feb-27,12,0,0%,
AB-SUB-B03-2ND-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUP.2ndF,28-Sep-26,19-Oct-26,14-Jan-27,4-Feb-27,3,0,0%,
AB-SUB-B03-2ND-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUP.2ndF,28-Sep-26,19-Oct-26,14-Jan-27,4-Feb-27,1,0,0%,
AB-APP-B02-2ND-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B02.SUP.2ndF,29-Sep-26,13-Oct-26,12-Jan-27,26-Jan-27,12,0,0%,
AB-APP-B02-2ND-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B02.SUP.2ndF,29-Sep-26,13-Oct-26,12-Jan-27,26-Jan-27,12,0,0%,
AB-APP-B02-2ND-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B02.SUP.2ndF,29-Sep-26,13-Oct-26,12-Jan-27,26-Jan-27,12,0,0%,
AB-APP-B04-3TH-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.3rdF,29-Sep-26,13-Oct-26,3-Feb-27,16-Feb-27,2,0,0%,
AB-APP-B04-3TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.3rdF,29-Sep-26,13-Oct-26,3-Feb-27,16-Feb-27,12,0,0%,
AB-APP-B04-3TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.3rdF,29-Sep-26,13-Oct-26,3-Feb-27,16-Feb-27,3,0,0%,
CON-B02-3RD-1010,"RFT for Walls, Col. & Cores (B02) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.3rdF,30-Sep-26,14-Oct-26,12-Jan-27,26-Jan-27,18,0,0%,
AB-APP-B01-4TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.4thF,30-Sep-26,14-Oct-26,21-Feb-27,7-Mar-27,18,0,0%,
CON-B04-4TH-1030,"Pouring for Walls, Col. & Cores (B04) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.4thF,1-Oct-26,1-Oct-26,6-Feb-27,6-Feb-27,18,0,0%,
CON-B04-4TH-1040,"Shuttering for Slabs, Beams & Stairs (B04) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.4thF,3-Oct-26,14-Oct-26,7-Feb-27,17-Feb-27,12,0,0%,
AB-SUB-B04-4TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.4thF,3-Oct-26,24-Oct-26,7-Feb-27,27-Feb-27,12,0,0%,
CON-B02-3RD-1020,"Shuttering for Walls, Col. & Cores (B02) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.3rdF,4-Oct-26,18-Oct-26,16-Jan-27,30-Jan-27,12,0,0%,
CON-B01-4TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.4thF,5-Oct-26,8-Oct-26,25-Feb-27,1-Mar-27,12,0,0%,
P-MPOS-1170,P.O for Rebar Patch#12  (7th floor),The Big - P.01 - UP-24-MAY-26.P.PC.PO.1,5-Oct-26,7-Oct-26,5-Oct-26,7-Oct-26,1,0,0%,
CON-B04-4TH-1050,"RFT for Slabs, Beams & Stairs (B04) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.4thF,8-Oct-26,19-Oct-26,11-Feb-27,22-Feb-27,18,0,0%,
CON-B01-4TH-1070,"Curing for Slabs, Beams & Stairs (B01) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.4thF,9-Oct-26,11-Oct-26,1-Mar-27,4-Mar-27,10,0,0%,
AB-SUB-B01-4TH-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.4thF,10-Oct-26,29-Oct-26,1-Mar-27,25-Mar-27,18,0,0%,
AB-SUB-B01-4TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.4thF,10-Oct-26,29-Oct-26,1-Mar-27,25-Mar-27,12,0,0%,
AB-SUB-B01-4TH-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.4thF,10-Oct-26,29-Oct-26,1-Mar-27,25-Mar-27,10,0,0%,
CON-B01-5TH-1000,"Scaffolding works for Walls, Col. & Cores (B01) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.5thF,11-Oct-26,13-Oct-26,2-Mar-27,6-Mar-27,1,0,0%,
CON-B03-2ND-1080,Dismantling Formwork (B03) (2nd),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.2ndF,11-Oct-26,11-Oct-26,27-Jan-27,27-Jan-27,5,0,0%,
CON-B03-3RD-1000,"Scaffolding works for Walls, Col. & Cores (B03) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.3rdF,11-Oct-26,15-Oct-26,27-Jan-27,1-Feb-27,2,0,0%,
AB-APP-B03-2ND-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUP.2ndF,13-Oct-26,26-Oct-26,30-Jan-27,11-Feb-27,12,0,0%,
AB-APP-B03-2ND-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUP.2ndF,13-Oct-26,26-Oct-26,30-Jan-27,11-Feb-27,12,0,0%,
AB-APP-B03-2ND-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (2nd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUP.2ndF,13-Oct-26,26-Oct-26,30-Jan-27,11-Feb-27,12,0,0%,
CON-B01-5TH-1010,"RFT for Walls, Col. & Cores (B01) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.5thF,14-Oct-26,20-Oct-26,6-Mar-27,16-Mar-27,12,0,0%,
CON-B03-3RD-1010,"RFT for Walls, Col. & Cores (B03) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.3rdF,14-Oct-26,27-Oct-26,31-Jan-27,13-Feb-27,15,0,0%,
CON-B01-5TH-1020,"Shuttering for Walls, Col. & Cores (B01) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.5thF,18-Oct-26,24-Oct-26,13-Mar-27,20-Mar-27,18,0,0%,
AB-APP-B04-4TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.4thF,18-Oct-26,31-Oct-26,21-Feb-27,6-Mar-27,12,0,0%,
CON-B02-3RD-1030,"Pouring for Walls, Col. & Cores (B02) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.3rdF,19-Oct-26,20-Oct-26,31-Jan-27,1-Feb-27,12,0,0%,
CON-B03-3RD-1020,"Shuttering for Walls, Col. & Cores (B03) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.3rdF,19-Oct-26,1-Nov-26,4-Feb-27,17-Feb-27,12,0,0%,
CON-B04-4TH-1060,"Pouring for Slabs, Beams & Stairs (B04) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.4thF,20-Oct-26,21-Oct-26,23-Feb-27,24-Feb-27,2,0,0%,
P-MDEL-1070,Delivery for Rebar Patch#11  (6th floor),The Big - P.01 - UP-24-MAY-26.P.PC.DS.DR,20-Oct-26,21-Oct-26,20-Oct-26,21-Oct-26,3,0,0%,
CON-B02-3RD-1040,"Shuttering for Slabs, Beams & Stairs(B02) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.3rdF,21-Oct-26,7-Nov-26,2-Feb-27,18-Feb-27,15,0,0%,
AB-SUB-B02-3RD-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B02.SUP.3rdF,21-Oct-26,10-Nov-26,2-Feb-27,22-Feb-27,3,0,0%,
CON-B01-4TH-1080,Dismantling Formwork (B01) (4th),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.4thF,22-Oct-26,22-Oct-26,14-Mar-27,15-Mar-27,18,0,0%,
CON-B04-4TH-1070,"Curing for Slabs, Beams & Stairs (B04) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.4thF,22-Oct-26,24-Oct-26,25-Feb-27,27-Feb-27,18,0,0%,
AB-SUB-B04-4TH-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.4thF,22-Oct-26,11-Nov-26,25-Feb-27,21-Mar-27,18,0,0%,
AB-SUB-B04-4TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.4thF,22-Oct-26,11-Nov-26,25-Feb-27,21-Mar-27,3,0,0%,
AB-SUB-B04-4TH-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.4thF,22-Oct-26,11-Nov-26,25-Feb-27,21-Mar-27,18,0,0%,
AB-APP-B01-4TH-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.4thF,24-Oct-26,5-Nov-26,18-Mar-27,1-Apr-27,18,0,0%,
AB-APP-B01-4TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.4thF,24-Oct-26,5-Nov-26,18-Mar-27,1-Apr-27,18,0,0%,
AB-APP-B01-4TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.4thF,24-Oct-26,5-Nov-26,18-Mar-27,1-Apr-27,3,0,0%,
CON-B01-5TH-1030,"Pouring for Walls, Col. & Cores (B01) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.5thF,25-Oct-26,26-Oct-26,20-Mar-27,22-Mar-27,5,0,0%,
CON-B04-5TH-1000,"Scaffolding works for Walls, Col. & Cores (B04) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.5thF,25-Oct-26,29-Oct-26,28-Feb-27,4-Mar-27,6,0,0%,
CON-B02-3RD-1050,"RFT for Slabs, Beams & Stairs (B02) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.3rdF,26-Oct-26,11-Nov-26,7-Feb-27,23-Feb-27,8,0,0%,
CON-B01-5TH-1040,"Shuttering for Slabs, Beams & Stairs (B01) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.5thF,27-Oct-26,5-Nov-26,22-Mar-27,1-Apr-27,12,0,0%,
AB-SUB-B01-5TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.5thF,27-Oct-26,16-Nov-26,22-Mar-27,12-Apr-27,8,0,0%,
CON-B04-5TH-1010,"RFT for Walls, Col. & Cores (B04) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.5thF,28-Oct-26,5-Nov-26,3-Mar-27,15-Mar-27,6,0,0%,
P-MPOS-1180,P.O for Rebar Patch#13  (8th floor),The Big - P.01 - UP-24-MAY-26.P.PC.PO.1,29-Oct-26,31-Oct-26,29-Oct-26,31-Oct-26,2,0,0%,
CON-B04-5TH-1020,"Shuttering for Walls, Col. & Cores (B04) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.5thF,31-Oct-26,8-Nov-26,6-Mar-27,17-Mar-27,1,0,0%,
CON-B01-5TH-1050,"RFT for Slabs, Beams & Stairs (B01) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.5thF,1-Nov-26,10-Nov-26,27-Mar-27,6-Apr-27,15,0,0%,
CON-B03-3RD-1030,"Pouring for Walls, Col. & Cores (B03) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.3rdF,2-Nov-26,3-Nov-26,18-Feb-27,20-Feb-27,18,0,0%,
CON-B04-4TH-1080,Dismantling Formwork (B04) (4th),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.4thF,3-Nov-26,3-Nov-26,9-Mar-27,9-Mar-27,12,0,0%,
CON-B03-3RD-1040,"Shuttering for Slabs, Beams & Stairs (B03) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.3rdF,4-Nov-26,21-Nov-26,21-Feb-27,13-Mar-27,12,0,0%,
