project_id,activity_id,update_date,planned_progress,actual_progress,planned_value,earned_value,actual_cost,notes
The Big -P.01-UP-20-April-26,CON-B04-FOOT-1110,10-May-26,100.00%,0.00%,"$181,365.60",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-FOOT-1110,10-May-26,100.00%,0.00%,"$137,661.66",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1130,10-May-26,100.00%,0.00%,"$3,225,524.80",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1070,10-May-26,100.00%,0.00%,"$30,854.95",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-BAS2-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-BAS2-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B01-BAS2-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,123456,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1120,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B01-BAS2-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B01-BAS2-1040,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-FOOT-1120,10-May-26,100.00%,0.00%,"$620,532.93",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-FOOT-1120,10-May-26,100.00%,0.00%,"$300,970.72",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-FOOT-1120,10-May-26,100.00%,0.00%,"$574,080.00",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-FOOT-1120,10-May-26,100.00%,0.00%,"$381,216.36",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B02-FOOT-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B03-FOOT-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-FOOT-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1020,10-May-26,100.00%,0.00%,"$1,532,278.45",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS01-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS01-1010,10-May-26,100.00%,0.00%,"$1,859,559.23",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1080,10-May-26,100.00%,0.00%,"$24,654.24",$0.00,$0.00,
The Big -P.01-UP-20-April-26,P-MDEL-1100,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS01-1030,10-May-26,100.00%,0.00%,"$1,074,641.09",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-SOG-1000,10-May-26,100.00%,0.00%,"$228,729.82",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-BAS2-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1100,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS01-1020,10-May-26,100.00%,0.00%,"$1,525,620.61",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1090,10-May-26,100.00%,0.00%,"$1,513,648.54",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B02-BAS1-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B02-BAS1-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-BAS2-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS01-1040,10-May-26,100.00%,0.00%,"$1,268,962.70",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B03-BAS1-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1030,10-May-26,100.00%,0.00%,"$2,298,417.67",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1140,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B02-BAS1-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B02-BAS1-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,P-MPOS-1140,15-Apr-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS01-1050,10-May-26,100.00%,0.00%,"$1,863,491.47",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS2-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1040,10-May-26,100.00%,0.00%,"$2,326,995.01",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1050,10-May-26,100.00%,0.00%,"$527,474.80",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-BAS1-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-BAS2-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-BAS2-1040,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS01-1060,10-May-26,100.00%,0.00%,"$17,372.16",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-GR-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-GR-1010,10-May-26,100.00%,0.00%,"$491,156.73",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS2-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1060,10-May-26,100.00%,0.00%,"$17,372.16",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS01-1070,10-May-26,100.00%,0.00%,"$32,613.80",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-SOG-1010,10-May-26,100.00%,0.00%,"$25,414.42",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS2-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS2-1040,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-GR-1020,10-May-26,100.00%,0.00%,"$71,724.85",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-FOOT-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-FOOT-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B02-FOOT-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1070,10-May-26,100.00%,0.00%,"$3,546,754.60",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1140,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-SOG-1020,10-May-26,100.00%,0.00%,"$115,955.20",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1080,10-May-26,100.00%,0.00%,"$1,075,623.24",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-SOG-1000,10-May-26,100.00%,0.00%,"$344,448.00",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1090,10-May-26,100.00%,0.00%,"$21,800.21",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS01-1030,10-May-26,100.00%,0.00%,"$2,288,430.92",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS01-1080,10-May-26,100.00%,0.00%,"$26,058.24",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B02-BAS1-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS01-1090,10-May-26,100.00%,0.00%,"$1,903,444.06",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-SOG-1030,10-May-26,100.00%,0.00%,"$231,910.41",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-BAS1-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS01-1100,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS01-1040,10-May-26,100.00%,0.00%,"$2,342,696.03",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B03-BAS1-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B01-BAS1-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B02-BAS1-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B02-BAS1-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B03-BAS1-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B03-BAS1-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1120,10-May-26,100.00%,0.00%,"$3,490,492.52",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1100,10-May-26,100.00%,0.00%,"$26,058.24",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1110,10-May-26,100.00%,0.00%,"$791,212.20",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-BAS1-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS01-1050,10-May-26,100.00%,0.00%,"$16,099.20",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS01-1060,10-May-26,100.00%,0.00%,"$3,436,647.26",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1110,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-SOG-1010,10-May-26,100.00%,0.00%,"$38,272.00",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS01-1070,10-May-26,100.00%,0.00%,"$527,474.80",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1130,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-GR-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-BAS1-1030,10-May-26,83.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-BAS1-1040,10-May-26,83.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-BAS1-1010,10-May-26,83.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-BAS1-1020,10-May-26,83.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1150,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-SOG-1020,10-May-26,100.00%,0.00%,"$225,054.09",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-SOG-1040,10-May-26,100.00%,0.00%,"$347,865.61",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-GR-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-GR-1010,10-May-26,100.00%,0.00%,"$656,398.89",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS01-1080,10-May-26,100.00%,0.00%,"$32,613.80",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-GR-1030,10-May-26,100.00%,0.00%,"$107,587.28",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS01-1090,10-May-26,100.00%,0.00%,"$1,075,623.24",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-GR-1010,10-May-26,100.00%,0.00%,"$860,550.95",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-GR-1020,10-May-26,100.00%,0.00%,"$355,173.29",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B02-GR-1000,10-May-26,67.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-GR-1020,10-May-26,100.00%,0.00%,"$469,909.97",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-GR-1050,10-May-26,100.00%,0.00%,"$32,872.32",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-SOG-1030,10-May-26,100.00%,0.00%,"$450,108.17",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS01-1110,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-GR-1070,10-May-26,100.00%,0.00%,"$61,713.97",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS01-1100,10-May-26,100.00%,0.00%,"$24,148.80",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-SOG-1050,10-May-26,100.00%,0.00%,"$463,820.82",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-GR-1040,10-May-26,80.00%,0.00%,"$1,428,272.16",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS01-1110,10-May-26,100.00%,0.00%,"$3,514,044.05",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-SOG-1060,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS1-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-BAS1-1010,10-May-26,58.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS01-1120,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-GR-1060,10-May-26,50.00%,0.00%,"$943,942.68",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS01-1130,10-May-26,100.00%,0.00%,"$791,212.20",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B01-BAS1-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-BAS1-1020,10-May-26,50.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-BAS1-1030,10-May-26,50.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-SOG-1040,10-May-26,73.00%,0.00%,"$495,118.99",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-GR-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-GR-1010,10-May-26,100.00%,0.00%,"$856,330.53",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-GR-1030,10-May-26,100.00%,0.00%,"$532,759.93",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B01-BAS1-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B01-BAS1-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B03-SOG-1000,10-May-26,61.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-GR-1030,10-May-26,100.00%,0.00%,"$704,864.95",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B01-BAS1-1040,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS01-1150,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,P-MDEL-1090,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1140,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-BAS1-1030,10-May-26,25.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-BAS1-1040,10-May-26,25.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-BAS1-1010,10-May-26,25.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-BAS1-1020,10-May-26,25.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-GR-1020,10-May-26,100.00%,0.00%,"$467,957.00",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-GR-1040,10-May-26,57.00%,0.00%,"$490,467.11",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B03-GR-1000,10-May-26,22.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,P-MPOS-1150,15-Apr-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-GR-1040,10-May-26,33.00%,0.00%,"$397,521.58",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-GR-1000,10-May-26,11.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-GR-1080,10-May-26,50.00%,0.00%,"$24,654.24",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-GR-1050,10-May-26,40.00%,0.00%,"$13,897.73",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B03-SOG-1010,10-May-26,39.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-GR-1050,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-SOG-1050,10-May-26,60.00%,0.00%,"$540,129.81",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-GR-1060,10-May-26,20.00%,0.00%,"$264,398.01",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B02-GR-1000,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-GR-1060,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-SOG-1060,10-May-26,60.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-GR-1090,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-GR-1070,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B02-GR-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-GR-1070,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-GR-1080,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-GR-1090,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-GR-1080,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-GR-1090,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-GR-1100,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS1-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-GR-1030,10-May-26,100.00%,0.00%,"$701,935.51",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-GR-1100,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B03-GR-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B03-GR-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B03-GR-1030,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS1-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS1-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-SOG-1000,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-GR-1100,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-GR-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-GR-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-GR-1030,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B02-GR-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B02-GR-1030,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS1-1040,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS01-1140,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B01-GR-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-GR-1000,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-GR-1000,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-SOG-1000,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-SOG-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-GR-1050,10-May-26,100.00%,0.00%,"$32,198.40",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-SOG-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-GR-1070,10-May-26,100.00%,0.00%,"$65,227.60",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-GR-1040,10-May-26,100.00%,0.00%,"$1,017,207.72",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B02-GR-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-GR-1060,10-May-26,100.00%,0.00%,"$1,485,376.19",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-SOG-1000,10-May-26,100.00%,0.00%,"$372,319.76",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-GR-1110,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-SOG-1010,10-May-26,100.00%,0.00%,"$41,368.86",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-GR-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-GR-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-GR-1030,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,P-MPOS-1160,15-Apr-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-GR-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-GR-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-GR-1030,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B02-GR-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B02-GR-1030,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-GR-1110,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-GR-1080,10-May-26,100.00%,0.00%,"$48,297.60",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-1ST-1000,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-GR-1000,10-May-26,75.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-GR-1110,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-SOG-1000,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-SOG-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-SOG-1000,10-May-26,100.00%,0.00%,"$180,582.43",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-GR-1100,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B01-GR-1010,10-May-26,39.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-1ST-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-SOG-1020,10-May-26,40.00%,0.00%,"$196,874.54",$0.00,$0.00,
